employee_id,home_area,area_type,latitude,longitude,nearest_station,nearest_station_area,nearest_station_mode,nearest_station_lines,station_connectivity_score,home_to_work_km,home_to_station_m,station_access_category,destination_station_to_work_m,number_of_transfers,estimated_wait_time_min,origin_walk_time_min,transit_time_min,transfer_time_min,destination_walk_time_min,base_commute_time_min,delay_buffer_min,risk_adjusted_commute_time_min,base_commute_group,risk_adjusted_commute_group,delay_impact,crosses_45_min_after_delay,commute_time_score,station_access_score,transfer_score,reliability_score,adoption_score,adoption_potential
EMP0787,Ahrensburg,suburban,53.675234,10.177772,Ahrensburg,Ahrensburg,Regional,RE,0.75,13.06,4033.0,Poor,884.0,1,8.0,50.4,22.7,7,11.1,99.1,15,114.1,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0788,Hamburg-Altona,urban,53.522764,9.921617,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,20.33,3369.0,Poor,884.0,1,4.0,42.1,24.2,7,11.1,88.4,15,103.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0789,Ahrensburg,suburban,53.662656,10.180091,Ahrensburg,Ahrensburg,Regional,RE,0.75,13.59,4116.0,Poor,884.0,1,8.0,51.5,22.7,7,11.1,100.2,15,115.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0790,Hamburg-Harburg,outer_urban,53.491171,10.033601,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,23.63,4821.0,Poor,884.0,2,5.0,60.3,38.2,14,11.1,128.5,15,143.5,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0791,Hamburg-City,urban,53.583613,10.002727,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,13.18,971.0,Good,884.0,0,5.0,12.1,29.4,0,11.1,57.6,15,72.6,46-60 min,60+ min,Minor impact,False,18,18,20,10,66,High
EMP0792,Hamburg-Eimsbuettel,urban,53.586725,9.967363,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,12.84,1501.0,Poor,884.0,0,5.0,18.8,29.4,0,11.1,64.3,15,79.3,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0793,Hamburg-Altona,urban,53.574039,9.93599,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,14.55,2451.0,Poor,884.0,1,4.0,30.6,24.2,7,11.1,76.9,15,91.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0794,Norderstedt,near_workplace,53.699577,10.016401,Richtweg,Norderstedt,U-Bahn,U1,0.85,2.11,1498.0,Acceptable,884.0,0,6.0,18.7,3.2,0,11.1,39.0,15,54.0,31-45 min,46-60 min,Minor impact,True,28,10,20,10,68,High
EMP0795,Norderstedt,near_workplace,53.685212,10.006682,Garstedt,Norderstedt,U-Bahn,U1,0.85,2.34,871.0,Good,884.0,0,6.0,10.9,6.1,0,11.1,34.1,15,49.1,31-45 min,46-60 min,Minor impact,True,28,18,20,10,76,High
EMP0796,Hamburg-Eimsbuettel,urban,53.5777,9.906623,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,14.72,3417.0,Poor,884.0,1,4.0,42.7,24.2,7,11.1,89.0,15,104.0,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0797,Norderstedt,near_workplace,53.699696,9.977426,Richtweg,Norderstedt,U-Bahn,U1,0.85,0.52,1269.0,Acceptable,884.0,0,6.0,15.9,3.2,0,11.1,36.1,15,51.1,31-45 min,46-60 min,Minor impact,True,28,10,20,10,68,High
EMP0798,Hamburg-City,urban,53.541411,10.049326,Hamburg Hbf,Hamburg-City,U-Bahn / S-Bahn / Regional,"U1, U2, U3, U4, S-Bahn, RE",1.0,18.33,3083.0,Poor,884.0,0,3.0,38.5,23.6,0,11.1,76.2,15,91.2,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0799,Quickborn,suburban,53.748505,9.922557,Quickborn,Quickborn,AKN,A1,0.7,6.61,2297.0,Poor,884.0,1,9.0,28.7,11.4,7,11.1,67.2,15,82.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0800,Pinneberg,suburban,53.695977,9.775424,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,13.78,4879.0,Poor,884.0,1,7.0,61.0,19.4,7,11.1,105.4,15,120.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0801,Quickborn,suburban,53.704025,9.928345,Quickborn,Quickborn,AKN,A1,0.7,3.71,3400.0,Poor,884.0,1,9.0,42.5,11.4,7,11.1,80.9,15,95.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0802,Hamburg-Altona,urban,53.519868,9.949133,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,20.35,3693.0,Poor,884.0,1,4.0,46.2,24.2,7,11.1,92.4,15,107.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0803,Kaltenkirchen,outer_suburban,53.853767,9.967714,Kaltenkirchen,Kaltenkirchen,AKN,A1,0.65,16.95,1902.0,Poor,884.0,1,10.0,23.8,25.9,7,11.1,77.7,15,92.7,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0804,Hamburg-Harburg,outer_urban,53.443634,9.95901,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,28.75,2526.0,Poor,884.0,2,5.0,31.6,38.2,14,11.1,99.8,15,114.8,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0805,Norderstedt,near_workplace,53.69625,9.963823,Richtweg,Norderstedt,U-Bahn,U1,0.85,1.5,2057.0,Poor,884.0,0,6.0,25.7,3.2,0,11.1,46.0,15,61.0,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0806,Norderstedt,near_workplace,53.731688,9.958988,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,3.74,3448.0,Poor,884.0,0,4.0,43.1,0.0,0,11.1,58.2,15,73.2,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0807,Pinneberg,suburban,53.623395,9.801706,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,14.87,3417.0,Poor,884.0,1,7.0,42.7,19.4,7,11.1,87.2,15,102.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0808,Hamburg-City,urban,53.547745,10.035968,Hamburg Hbf,Hamburg-City,U-Bahn / S-Bahn / Regional,"U1, U2, U3, U4, S-Bahn, RE",1.0,17.45,2010.0,Poor,884.0,0,3.0,25.1,23.6,0,11.1,62.8,15,77.8,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0809,Hamburg-Wandsbek,urban,53.596842,10.149904,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,15.96,6130.0,Poor,884.0,0,6.0,76.6,35.1,0,11.1,128.7,15,143.7,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0810,Lueneburg,regional,53.265959,10.349902,Lueneburg,Lueneburg,Regional,RE,0.7,54.15,4708.0,Poor,884.0,2,9.0,58.9,79.4,14,11.1,172.3,15,187.3,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0811,Norderstedt,near_workplace,53.732347,9.953491,Quickborn,Quickborn,AKN,A1,0.7,3.98,3259.0,Poor,884.0,1,9.0,40.7,11.4,7,11.1,79.2,15,94.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0812,Norderstedt,near_workplace,53.71172,10.053225,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,4.65,3998.0,Poor,884.0,0,4.0,50.0,0.0,0,11.1,65.0,15,80.0,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0813,Lueneburg,regional,53.220603,10.392829,Lueneburg,Lueneburg,Regional,RE,0.7,59.93,3356.0,Poor,884.0,2,9.0,42.0,79.4,14,11.1,155.4,15,170.4,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0814,Hamburg-Barmbek,urban,53.571856,10.032486,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,14.78,1848.0,Poor,884.0,1,5.0,23.1,27.4,7,11.1,73.5,15,88.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0815,Norderstedt,near_workplace,53.702754,10.024034,Richtweg,Norderstedt,U-Bahn,U1,0.85,2.6,2097.0,Poor,884.0,0,6.0,26.2,3.2,0,11.1,46.5,15,61.5,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0816,Kaltenkirchen,outer_suburban,53.864579,9.988631,Kaltenkirchen,Kaltenkirchen,AKN,A1,0.65,18.11,3529.0,Poor,884.0,1,10.0,44.1,25.9,7,11.1,98.0,15,113.0,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0817,Kaltenkirchen,outer_suburban,53.864229,9.922721,Kaltenkirchen,Kaltenkirchen,AKN,A1,0.65,18.52,3976.0,Poor,884.0,1,10.0,49.7,25.9,7,11.1,103.6,15,118.6,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0818,Hamburg-Barmbek,urban,53.568536,10.03943,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,15.24,1861.0,Poor,884.0,0,6.0,23.3,35.1,0,11.1,75.4,15,90.4,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0819,Hamburg-Harburg,outer_urban,53.439907,9.990677,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,29.11,1790.0,Poor,884.0,2,5.0,22.4,38.2,14,11.1,90.6,15,105.6,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0820,Hamburg-Altona,urban,53.557101,9.910772,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,16.8,1698.0,Poor,884.0,1,4.0,21.2,24.2,7,11.1,67.5,15,82.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0821,Norderstedt,near_workplace,53.70046,9.943089,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,2.74,3378.0,Poor,884.0,0,4.0,42.2,0.0,0,11.1,57.3,15,72.3,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0822,Hamburg-Harburg,outer_urban,53.422701,9.951145,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,31.1,4547.0,Poor,884.0,2,5.0,56.8,38.2,14,11.1,125.1,15,140.1,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0823,Hamburg-Altona,urban,53.541369,9.990067,Jungfernstieg,Hamburg-City,U-Bahn / S-Bahn,"U1, U2, U4, S1, S3",0.95,17.83,1210.0,Acceptable,884.0,0,4.0,15.1,34.2,0,11.1,64.4,15,79.4,60+ min,60+ min,No impact,False,8,10,20,20,58,Medium
EMP0824,Pinneberg,suburban,53.654326,9.738369,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,17.05,3864.0,Poor,884.0,1,7.0,48.3,19.4,7,11.1,92.8,15,107.8,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0825,Henstedt-Ulzburg,outer_suburban,53.769811,9.923713,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,8.57,4439.0,Poor,884.0,1,9.0,55.5,16.3,7,11.1,98.9,15,113.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0826,Norderstedt,near_workplace,53.730337,9.993289,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,3.24,2484.0,Poor,884.0,0,4.0,31.0,0.0,0,11.1,46.1,15,61.1,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0827,Hamburg-Harburg,outer_urban,53.475193,9.92291,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,25.51,4987.0,Poor,884.0,2,5.0,62.3,38.2,14,11.1,130.6,15,145.6,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0828,Hamburg-City,urban,53.517915,10.010742,Hamburg Hbf,Hamburg-City,U-Bahn / S-Bahn / Regional,"U1, U2, U3, U4, S-Bahn, RE",1.0,20.51,3877.0,Poor,884.0,0,3.0,48.5,23.6,0,11.1,86.1,15,101.1,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0829,Henstedt-Ulzburg,outer_suburban,53.76431,10.019307,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,7.33,3764.0,Poor,884.0,1,9.0,47.1,16.3,7,11.1,90.4,15,105.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0830,Hamburg-City,urban,53.564567,10.011499,Hamburg Hbf,Hamburg-City,U-Bahn / S-Bahn / Regional,"U1, U2, U3, U4, S-Bahn, RE",1.0,15.35,1357.0,Acceptable,884.0,0,3.0,17.0,23.6,0,11.1,54.6,15,69.6,46-60 min,60+ min,Minor impact,False,18,10,20,10,58,Medium
EMP0831,Hamburg-Harburg,outer_urban,53.475304,9.942886,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,25.32,3841.0,Poor,884.0,2,5.0,48.0,38.2,14,11.1,116.3,15,131.3,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0832,Hamburg-Barmbek,urban,53.576699,10.060267,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,14.77,686.0,Good,884.0,0,6.0,8.6,35.1,0,11.1,60.7,15,75.7,60+ min,60+ min,No impact,False,8,18,20,20,66,High
EMP0833,Hamburg-Eimsbuettel,urban,53.546134,9.959012,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,17.38,1715.0,Poor,884.0,1,4.0,21.4,24.2,7,11.1,67.7,15,82.7,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0834,Pinneberg,suburban,53.667489,9.787912,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,13.5,1615.0,Poor,884.0,1,7.0,20.2,19.4,7,11.1,64.6,15,79.6,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0835,Quickborn,suburban,53.707039,9.883139,Quickborn,Quickborn,AKN,A1,0.7,6.7,2997.0,Poor,884.0,1,9.0,37.5,11.4,7,11.1,75.9,15,90.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0836,Hamburg-Barmbek,urban,53.573119,10.020626,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,14.49,2183.0,Poor,884.0,1,5.0,27.3,27.4,7,11.1,77.7,15,92.7,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0837,Quickborn,suburban,53.709098,9.926882,Quickborn,Quickborn,AKN,A1,0.7,3.89,2863.0,Poor,884.0,1,9.0,35.8,11.4,7,11.1,74.2,15,89.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0838,Lueneburg,regional,53.219256,10.387746,Lueneburg,Lueneburg,Regional,RE,0.7,59.92,3643.0,Poor,884.0,2,9.0,45.5,79.4,14,11.1,159.0,15,174.0,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0839,Hamburg-Eimsbuettel,urban,53.54632,9.964862,Jungfernstieg,Hamburg-City,U-Bahn / S-Bahn,"U1, U2, U4, S1, S3",0.95,17.33,2026.0,Poor,884.0,0,4.0,25.3,34.2,0,11.1,74.6,15,89.6,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0840,Hamburg-Wandsbek,urban,53.58258,10.038983,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,13.72,593.0,Good,884.0,1,5.0,7.4,27.4,7,11.1,57.8,15,72.8,46-60 min,60+ min,Minor impact,False,18,18,14,10,60,Medium
EMP0841,Norderstedt,near_workplace,53.717403,9.941567,Quickborn,Quickborn,AKN,A1,0.7,3.33,2897.0,Poor,884.0,1,9.0,36.2,11.4,7,11.1,74.7,15,89.7,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0842,Ahrensburg,suburban,53.692636,10.282928,Ahrensburg,Ahrensburg,Regional,RE,0.75,19.67,3495.0,Poor,884.0,1,8.0,43.7,22.7,7,11.1,92.4,15,107.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0843,Hamburg-Barmbek,urban,53.583034,10.088552,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,14.87,1879.0,Poor,884.0,0,6.0,23.5,35.1,0,11.1,75.6,15,90.6,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0844,Hamburg-Eimsbuettel,urban,53.576219,9.999904,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,13.99,1464.0,Acceptable,884.0,0,5.0,18.3,29.4,0,11.1,63.8,15,78.8,60+ min,60+ min,No impact,False,8,10,20,20,58,Medium
EMP0845,Norderstedt,near_workplace,53.706171,10.038504,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,3.58,3015.0,Poor,884.0,0,4.0,37.7,0.0,0,11.1,52.7,15,67.7,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0846,Kaltenkirchen,outer_suburban,53.86338,9.947053,Kaltenkirchen,Kaltenkirchen,AKN,A1,0.65,18.15,3093.0,Poor,884.0,1,10.0,38.7,25.9,7,11.1,92.6,15,107.6,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0847,Hamburg-Eimsbuettel,urban,53.596653,9.91937,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,12.45,4760.0,Poor,884.0,0,5.0,59.5,29.4,0,11.1,105.0,15,120.0,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0848,Pinneberg,suburban,53.670664,9.77928,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,13.95,2190.0,Poor,884.0,1,7.0,27.4,19.4,7,11.1,71.8,15,86.8,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0849,Norderstedt,near_workplace,53.709739,9.985113,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,0.89,542.0,Good,884.0,0,4.0,6.8,0.0,0,11.1,21.8,15,36.8,0-30 min,31-45 min,Minor impact,False,35,18,20,10,83,Very High
EMP0850,Bad Oldesloe,regional,53.781358,10.413806,Bad Oldesloe,Bad Oldesloe,Regional,RE,0.65,29.58,4207.0,Poor,884.0,2,10.0,52.6,37.6,14,11.1,125.2,15,140.2,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0851,Hamburg-City,urban,53.541226,9.952666,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,17.97,1673.0,Poor,884.0,1,4.0,20.9,24.2,7,11.1,67.2,15,82.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0852,Hamburg-City,urban,53.526355,10.029109,Hamburg Hbf,Hamburg-City,U-Bahn / S-Bahn / Regional,"U1, U2, U3, U4, S-Bahn, RE",1.0,19.72,3282.0,Poor,884.0,0,3.0,41.0,23.6,0,11.1,78.7,15,93.7,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0853,Henstedt-Ulzburg,outer_suburban,53.78325,9.933488,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,9.67,3274.0,Poor,884.0,1,9.0,40.9,16.3,7,11.1,84.3,15,99.3,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0854,Kaltenkirchen,outer_suburban,53.853856,9.93911,Kaltenkirchen,Kaltenkirchen,AKN,A1,0.65,17.18,2402.0,Poor,884.0,1,10.0,30.0,25.9,7,11.1,83.9,15,98.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0855,Hamburg-City,urban,53.564956,10.036373,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,15.58,2169.0,Poor,884.0,0,6.0,27.1,35.1,0,11.1,79.2,15,94.2,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0856,Hamburg-Wandsbek,urban,53.605353,10.076695,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,12.31,2970.0,Poor,884.0,1,5.0,37.1,27.4,7,11.1,87.6,15,102.6,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0857,Quickborn,suburban,53.729028,9.92475,Quickborn,Quickborn,AKN,A1,0.7,4.97,1382.0,Acceptable,884.0,1,9.0,17.3,11.4,7,11.1,55.7,15,70.7,46-60 min,60+ min,Minor impact,False,18,10,14,10,52,Medium
EMP0858,Henstedt-Ulzburg,outer_suburban,53.80472,9.956126,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,11.61,2359.0,Poor,884.0,1,9.0,29.5,16.3,7,11.1,72.9,15,87.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0859,Hamburg-Eimsbuettel,urban,53.543019,9.955444,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,17.75,1680.0,Poor,884.0,1,4.0,21.0,24.2,7,11.1,67.3,15,82.3,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0860,Hamburg-Wandsbek,urban,53.616805,10.087614,Ohlsdorf,Hamburg-Ohlsdorf,U-Bahn / S-Bahn,"U1, S1",0.95,11.63,3763.0,Poor,884.0,0,4.0,47.0,19.7,0,11.1,81.8,15,96.8,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0861,Quickborn,suburban,53.696715,9.897778,Quickborn,Quickborn,AKN,A1,0.7,5.74,3834.0,Poor,884.0,1,9.0,47.9,11.4,7,11.1,86.4,15,101.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0862,Quickborn,suburban,53.714819,9.932789,Quickborn,Quickborn,AKN,A1,0.7,3.71,2612.0,Poor,884.0,1,9.0,32.7,11.4,7,11.1,71.1,15,86.1,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0863,Ahrensburg,suburban,53.692205,10.291247,Ahrensburg,Ahrensburg,Regional,RE,0.75,20.22,3937.0,Poor,884.0,1,8.0,49.2,22.7,7,11.1,97.9,15,112.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0864,Hamburg-Barmbek,urban,53.591522,10.024827,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,12.53,1362.0,Acceptable,884.0,1,5.0,17.0,27.4,7,11.1,67.5,15,82.5,60+ min,60+ min,No impact,False,8,10,14,20,52,Medium
EMP0865,Norderstedt,near_workplace,53.680297,10.030698,Ochsenzoll,Hamburg-Langenhorn,U-Bahn,U1,0.8,3.86,1990.0,Poor,884.0,0,7.0,24.9,7.7,0,11.1,50.6,15,65.6,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0866,Kaltenkirchen,outer_suburban,53.861618,9.96271,Kaltenkirchen,Kaltenkirchen,AKN,A1,0.65,17.84,2738.0,Poor,884.0,1,10.0,34.2,25.9,7,11.1,88.1,15,103.1,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0867,Henstedt-Ulzburg,outer_suburban,53.766505,9.969059,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,7.28,2747.0,Poor,884.0,1,9.0,34.3,16.3,7,11.1,77.7,15,92.7,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0868,Ahrensburg,suburban,53.671203,10.285975,Ahrensburg,Ahrensburg,Regional,RE,0.75,20.13,3123.0,Poor,884.0,1,8.0,39.0,22.7,7,11.1,87.8,15,102.8,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0869,Norderstedt,near_workplace,53.717939,10.035268,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,3.79,3005.0,Poor,884.0,0,4.0,37.6,0.0,0,11.1,52.6,15,67.6,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0870,Hamburg-City,urban,53.543755,9.949386,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,17.72,1321.0,Acceptable,884.0,1,4.0,16.5,24.2,7,11.1,62.8,15,77.8,60+ min,60+ min,No impact,False,8,10,14,20,52,Medium
EMP0871,Quickborn,suburban,53.756607,9.93291,Quickborn,Quickborn,AKN,A1,0.7,6.99,3424.0,Poor,884.0,1,9.0,42.8,11.4,7,11.1,81.2,15,96.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0872,Norderstedt,near_workplace,53.721311,10.042436,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,4.39,3586.0,Poor,884.0,0,4.0,44.8,0.0,0,11.1,59.9,15,74.9,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0873,Bad Oldesloe,regional,53.788039,10.420668,Bad Oldesloe,Bad Oldesloe,Regional,RE,0.65,30.24,3989.0,Poor,884.0,2,10.0,49.9,37.6,14,11.1,122.5,15,137.5,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0874,Hamburg-Eimsbuettel,urban,53.578096,9.978582,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,13.75,1335.0,Acceptable,884.0,0,5.0,16.7,29.4,0,11.1,62.2,15,77.2,60+ min,60+ min,No impact,False,8,10,20,20,58,Medium
EMP0875,Quickborn,suburban,53.722461,9.902207,Quickborn,Quickborn,AKN,A1,0.7,5.89,957.0,Good,884.0,1,9.0,12.0,11.4,7,11.1,50.4,15,65.4,46-60 min,60+ min,Minor impact,False,18,18,14,10,60,Medium
EMP0876,Kaltenkirchen,outer_suburban,53.842925,10.026173,Kaltenkirchen,Kaltenkirchen,AKN,A1,0.65,15.94,4262.0,Poor,884.0,1,10.0,53.3,25.9,7,11.1,107.2,15,122.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0877,Hamburg-Eimsbuettel,urban,53.579077,9.943625,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,13.9,3064.0,Poor,884.0,1,4.0,38.3,24.2,7,11.1,84.6,15,99.6,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0878,Hamburg-Altona,urban,53.573745,9.898439,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,15.32,3417.0,Poor,884.0,1,4.0,42.7,24.2,7,11.1,89.0,15,104.0,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0879,Hamburg-Harburg,outer_urban,53.485715,9.936823,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,24.22,4876.0,Poor,884.0,2,5.0,61.0,38.2,14,11.1,129.2,15,144.2,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0880,Hamburg-Barmbek,urban,53.578519,10.009795,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,13.8,1679.0,Poor,884.0,0,5.0,21.0,29.4,0,11.1,66.5,15,81.5,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
